snapshot_time_utc,market,symbol,status,currently_trading,base_asset,quote_asset,margin_asset,contract_type,contract_size,underlying_type,underlying_subtypes,classification_subtypes,classification_subtype_source,onboard_date_utc,age_days,delivery_date_utc,tick_size,step_size,min_qty,min_notional,ticker_volume_24h_raw,quote_volume_24h,activity_notional_24h_usd_proxy,activity_proxy_source,trade_count_24h,bid_price,ask_price,relative_spread_bps,activity_tier_24h,market_quality_evidence,economic_exposure,economic_exposure_source,research_bucket,research_eligibility,market_integrity_review,risk_flags,method_profile
2026-07-21T06:42:30Z,BINANCE_COIN_M,DOGEUSD_PERP,TRADING,True,DOGE,USD,DOGE,PERPETUAL,10,COIN,Meme,Meme,CURRENT_INSTRUMENT_OFFICIAL_METADATA,2021-02-01T07:00:00Z,1995,2100-12-25T08:00:00Z,0.000010,1,1,,1378896,,13788960,COIN_M_CONTRACT_VOLUME_X_USD_FACE_CONTRACT_SIZE,28291,0.073070,0.073080,1.36845706,A2_10_TO_40PCT_PROVISIONAL_24H,PROVISIONAL_SINGLE_24H_ACTIVITY_AND_SINGLE_BOOK_SNAPSHOT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,CRYPTO_ALT_HIGHER_ACTIVITY_PROVISIONAL,CANDIDATE_AFTER_30_90D_MARKET_QUALITY_GATE_WITH_THEME_AND_MARKET_QUALITY_GUARD,ENHANCED_DUE_DILIGENCE,ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|OFFICIAL_MEME_SUBTYPE|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,"cross-sectional and time-series tests after history gate; control market beta, size, momentum, liquidity and single-asset concentration; add meme/event concentration, crowding and market-integrity counterevidence"
2026-07-21T06:42:30Z,BINANCE_COIN_M,DOTUSD_PERP,TRADING,True,DOT,USD,DOT,PERPETUAL,10,COIN,Layer-1,Layer-1,CURRENT_INSTRUMENT_OFFICIAL_METADATA,2020-08-25T07:00:00Z,2155,2100-12-25T08:00:00Z,0.001,1,1,,86268,,862680,COIN_M_CONTRACT_VOLUME_X_USD_FACE_CONTRACT_SIZE,4329,0.856,0.857,11.67542323,A3_40_TO_80PCT_PROVISIONAL_24H,PROVISIONAL_SINGLE_24H_ACTIVITY_AND_SINGLE_BOOK_SNAPSHOT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,CRYPTO_ALT_MID_ACTIVITY_PROVISIONAL,SELECTIVE_AFTER_30_90D_MARKET_QUALITY_GATE,STANDARD_DUE_DILIGENCE,ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,"selective trend, carry or event tests after history gate; stronger cost, concentration, delisting and regime checks"
2026-07-21T06:42:30Z,BINANCE_COIN_M,ETCUSD_PERP,TRADING,True,ETC,USD,ETC,PERPETUAL,10,COIN,PoW,PoW,CURRENT_INSTRUMENT_OFFICIAL_METADATA,2020-09-09T07:00:00Z,2140,2100-12-25T08:00:00Z,0.001,1,1,,93568,,935680,COIN_M_CONTRACT_VOLUME_X_USD_FACE_CONTRACT_SIZE,8303,6.978,6.979,1.43297270,A3_40_TO_80PCT_PROVISIONAL_24H,PROVISIONAL_SINGLE_24H_ACTIVITY_AND_SINGLE_BOOK_SNAPSHOT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,CRYPTO_ALT_MID_ACTIVITY_PROVISIONAL,SELECTIVE_AFTER_30_90D_MARKET_QUALITY_GATE,STANDARD_DUE_DILIGENCE,ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,"selective trend, carry or event tests after history gate; stronger cost, concentration, delisting and regime checks"
2026-07-21T06:42:30Z,BINANCE_COIN_M,ETHUSD_260925,TRADING,True,ETH,USD,ETH,CURRENT_QUARTER,10,COIN,Layer-1,Layer-1,CURRENT_INSTRUMENT_OFFICIAL_METADATA,2026-03-27T08:00:00Z,115,2026-09-25T08:00:00Z,0.01,1,1,,325154,,3251540,COIN_M_CONTRACT_VOLUME_X_USD_FACE_CONTRACT_SIZE,12703,1943.92,1943.94,0.10288436,A2_10_TO_40PCT_PROVISIONAL_24H,PROVISIONAL_SINGLE_24H_ACTIVITY_AND_SINGLE_BOOK_SNAPSHOT,CRYPTO_ANCHOR,EXPLICIT_BTC_ETH_MODELING_ROLE,CRYPTO_ANCHOR_REFERENCE,REFERENCE_ALLOWED_STRATEGY_REQUIRES_30_90D_MARKET_QUALITY_AND_COST_GATE,ENHANCED_DUE_DILIGENCE,NEW_LT_180D|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,"time-series and cross-market reference; multi-regime costs, funding and beta controls; anchor is a modeling role, not a safety claim"
2026-07-21T06:42:30Z,BINANCE_COIN_M,ETHUSD_261225,TRADING,True,ETH,USD,ETH,NEXT_QUARTER,10,COIN,Layer-1,Layer-1,CURRENT_INSTRUMENT_OFFICIAL_METADATA,2026-06-26T08:00:00Z,24,2026-12-25T08:00:00Z,0.01,1,1,,94707,,947070,COIN_M_CONTRACT_VOLUME_X_USD_FACE_CONTRACT_SIZE,6484,1957.10,1957.66,2.86096721,A3_40_TO_80PCT_PROVISIONAL_24H,PROVISIONAL_SINGLE_24H_ACTIVITY_AND_SINGLE_BOOK_SNAPSHOT,CRYPTO_ANCHOR,EXPLICIT_BTC_ETH_MODELING_ROLE,CRYPTO_ANCHOR_REFERENCE,REFERENCE_ALLOWED_STRATEGY_REQUIRES_30_90D_MARKET_QUALITY_AND_COST_GATE,ENHANCED_DUE_DILIGENCE,NEW_LT_180D|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,"time-series and cross-market reference; multi-regime costs, funding and beta controls; anchor is a modeling role, not a safety claim"
2026-07-21T06:42:30Z,BINANCE_COIN_M,ETHUSD_PERP,TRADING,True,ETH,USD,ETH,PERPETUAL,10,COIN,Layer-1,Layer-1,CURRENT_INSTRUMENT_OFFICIAL_METADATA,2020-08-18T07:00:00Z,2162,2100-12-25T08:00:00Z,0.01,1,1,,40344127,,403441270,COIN_M_CONTRACT_VOLUME_X_USD_FACE_CONTRACT_SIZE,250576,1935.43,1935.44,0.05166797,A1_TOP_10PCT_PROVISIONAL_24H,PROVISIONAL_SINGLE_24H_ACTIVITY_AND_SINGLE_BOOK_SNAPSHOT,CRYPTO_ANCHOR,EXPLICIT_BTC_ETH_MODELING_ROLE,CRYPTO_ANCHOR_REFERENCE,REFERENCE_ALLOWED_STRATEGY_REQUIRES_30_90D_MARKET_QUALITY_AND_COST_GATE,STANDARD_DUE_DILIGENCE,SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,"time-series and cross-market reference; multi-regime costs, funding and beta controls; anchor is a modeling role, not a safety claim"
2026-07-21T06:42:30Z,BINANCE_COIN_M,FILUSD_PERP,TRADING,True,FIL,USD,FIL,PERPETUAL,10,COIN,Storage,Storage,CURRENT_INSTRUMENT_OFFICIAL_METADATA,2020-10-22T07:00:00Z,2097,2100-12-25T08:00:00Z,0.001,1,1,,147001,,1470010,COIN_M_CONTRACT_VOLUME_X_USD_FACE_CONTRACT_SIZE,5374,0.741,0.742,13.48617667,A3_40_TO_80PCT_PROVISIONAL_24H,PROVISIONAL_SINGLE_24H_ACTIVITY_AND_SINGLE_BOOK_SNAPSHOT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,CRYPTO_ALT_MID_ACTIVITY_PROVISIONAL,SELECTIVE_AFTER_30_90D_MARKET_QUALITY_GATE,STANDARD_DUE_DILIGENCE,ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,"selective trend, carry or event tests after history gate; stronger cost, concentration, delisting and regime checks"
2026-07-21T06:42:30Z,BINANCE_COIN_M,LINKUSD_PERP,TRADING,True,LINK,USD,LINK,PERPETUAL,10,COIN,Infrastructure,Infrastructure,CURRENT_INSTRUMENT_OFFICIAL_METADATA,2020-08-18T07:00:00Z,2162,2100-12-25T08:00:00Z,0.001,1,1,,149900,,1499000,COIN_M_CONTRACT_VOLUME_X_USD_FACE_CONTRACT_SIZE,12896,8.705,8.706,1.14869910,A3_40_TO_80PCT_PROVISIONAL_24H,PROVISIONAL_SINGLE_24H_ACTIVITY_AND_SINGLE_BOOK_SNAPSHOT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,CRYPTO_ALT_MID_ACTIVITY_PROVISIONAL,SELECTIVE_AFTER_30_90D_MARKET_QUALITY_GATE,STANDARD_DUE_DILIGENCE,ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,"selective trend, carry or event tests after history gate; stronger cost, concentration, delisting and regime checks"
2026-07-21T06:42:30Z,BINANCE_COIN_M,LTCUSD_PERP,TRADING,True,LTC,USD,LTC,PERPETUAL,10,COIN,Payment,Payment,CURRENT_INSTRUMENT_OFFICIAL_METADATA,2020-09-07T07:00:00Z,2142,2100-12-25T08:00:00Z,0.01,1,1,,169463,,1694630,COIN_M_CONTRACT_VOLUME_X_USD_FACE_CONTRACT_SIZE,11808,47.46,47.47,2.10681555,A3_40_TO_80PCT_PROVISIONAL_24H,PROVISIONAL_SINGLE_24H_ACTIVITY_AND_SINGLE_BOOK_SNAPSHOT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,CRYPTO_ALT_MID_ACTIVITY_PROVISIONAL,SELECTIVE_AFTER_30_90D_MARKET_QUALITY_GATE,STANDARD_DUE_DILIGENCE,ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,"selective trend, carry or event tests after history gate; stronger cost, concentration, delisting and regime checks"
2026-07-21T06:42:30Z,BINANCE_COIN_M,NEARUSD_PERP,TRADING,True,NEAR,USD,NEAR,PERPETUAL,10,COIN,Layer-1,Layer-1,CURRENT_INSTRUMENT_OFFICIAL_METADATA,2021-12-13T07:00:00Z,1680,2100-12-25T08:00:00Z,0.001,1,1,,135601,,1356010,COIN_M_CONTRACT_VOLUME_X_USD_FACE_CONTRACT_SIZE,4927,2.058,2.060,9.71345313,A3_40_TO_80PCT_PROVISIONAL_24H,PROVISIONAL_SINGLE_24H_ACTIVITY_AND_SINGLE_BOOK_SNAPSHOT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,CRYPTO_ALT_MID_ACTIVITY_PROVISIONAL,SELECTIVE_AFTER_30_90D_MARKET_QUALITY_GATE,STANDARD_DUE_DILIGENCE,ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,"selective trend, carry or event tests after history gate; stronger cost, concentration, delisting and regime checks"
2026-07-21T06:42:30Z,BINANCE_COIN_M,SOLUSD_260925,TRADING,True,SOL,USD,SOL,CURRENT_QUARTER,10,COIN,Layer-1,Layer-1,CURRENT_INSTRUMENT_OFFICIAL_METADATA,2026-03-27T08:00:00Z,115,2026-09-25T08:00:00Z,0.010,1,1,,22364,,223640,COIN_M_CONTRACT_VOLUME_X_USD_FACE_CONTRACT_SIZE,1084,78.720,78.910,24.10708621,A4_BOTTOM_20PCT_PROVISIONAL_24H,PROVISIONAL_SINGLE_24H_ACTIVITY_AND_SINGLE_BOOK_SNAPSHOT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,CRYPTO_ALT_NEW_OR_EVENT_DRIVEN,EVENT_OR_LISTING_EXPLORATION_ONLY,FORENSIC_EVIDENCE_REQUIRED_FOR_INTEGRITY_CLAIMS,ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|LOWER_RELATIVE_24H_ACTIVITY_NOT_LONG_TERM_LIQUIDITY|NEW_LT_180D|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY|WIDE_TOP_OF_BOOK_GT_20BPS,"listing/event study with point-in-time availability, extreme costs and single-event concentration checks"
2026-07-21T06:42:30Z,BINANCE_COIN_M,SOLUSD_261225,TRADING,True,SOL,USD,SOL,NEXT_QUARTER,10,COIN,Layer-1,Layer-1,CURRENT_INSTRUMENT_OFFICIAL_METADATA,2026-06-26T08:00:00Z,24,2026-12-25T08:00:00Z,0.010,1,1,,2661,,26610,COIN_M_CONTRACT_VOLUME_X_USD_FACE_CONTRACT_SIZE,114,78.130,79.200,136.01983093,A4_BOTTOM_20PCT_PROVISIONAL_24H,PROVISIONAL_SINGLE_24H_ACTIVITY_AND_SINGLE_BOOK_SNAPSHOT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,CRYPTO_ALT_NEW_OR_EVENT_DRIVEN,EVENT_OR_LISTING_EXPLORATION_ONLY,FORENSIC_EVIDENCE_REQUIRED_FOR_INTEGRITY_CLAIMS,ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|LOWER_RELATIVE_24H_ACTIVITY_NOT_LONG_TERM_LIQUIDITY|NEW_LT_180D|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY|WIDE_TOP_OF_BOOK_GT_20BPS,"listing/event study with point-in-time availability, extreme costs and single-event concentration checks"
2026-07-21T06:42:30Z,BINANCE_COIN_M,SOLUSD_PERP,TRADING,True,SOL,USD,SOL,PERPETUAL,10,COIN,Layer-1,Layer-1,CURRENT_INSTRUMENT_OFFICIAL_METADATA,2021-09-01T07:00:00Z,1783,2100-12-25T08:00:00Z,0.010,1,1,,3356686,,33566860,COIN_M_CONTRACT_VOLUME_X_USD_FACE_CONTRACT_SIZE,40084,78.570,78.580,1.27266942,A1_TOP_10PCT_PROVISIONAL_24H,PROVISIONAL_SINGLE_24H_ACTIVITY_AND_SINGLE_BOOK_SNAPSHOT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,CRYPTO_ALT_HIGHER_ACTIVITY_PROVISIONAL,CANDIDATE_AFTER_30_90D_MARKET_QUALITY_GATE,STANDARD_DUE_DILIGENCE,ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,"cross-sectional and time-series tests after history gate; control market beta, size, momentum, liquidity and single-asset concentration"
